,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
1425,16004,08,10,17,22,25,33,12
1426,16003,01,10,14,23,26,28,01
1427,16002,09,14,17,20,24,30,16
1428,16001,06,13,16,18,20,22,13
1429,15154,07,09,11,15,18,25,07
1430,15153,08,11,15,22,27,29,03
1431,15152,11,18,19,21,29,32,12
1432,15151,05,06,08,23,31,32,11
1433,15150,01,03,08,11,29,31,13
1434,15149,09,10,20,21,22,33,09
1435,15148,09,13,14,22,26,27,07
1436,15147,08,09,16,23,24,30,05
1437,15146,16,17,21,28,30,32,15
1438,15145,07,08,15,19,20,24,13
1439,15144,01,04,07,15,28,32,16
1440,15143,13,15,19,20,21,32,04
1441,15142,13,17,19,20,22,25,11
1442,15141,03,08,19,25,27,28,02
1443,15140,06,20,28,29,30,31,12
1444,15139,01,10,13,18,25,27,09
1445,15138,01,02,08,16,19,24,11
1446,15137,14,22,23,27,28,31,12
1447,15136,02,05,12,23,28,29,01
1448,15135,01,12,14,18,26,32,07
1449,15134,02,05,14,19,27,31,04
1450,15133,02,03,13,20,22,24,15
1451,15132,03,05,11,28,30,33,01
1452,15131,10,12,13,19,22,26,03
1453,15130,06,14,15,16,17,22,10
1454,15129,05,08,11,16,18,27,04
1455,15128,01,03,08,11,22,28,06
1456,15127,07,10,19,22,27,33,06
1457,15126,10,11,15,20,23,29,12
1458,15125,05,13,22,27,30,33,10
1459,15124,02,03,05,12,18,27,01
1460,15123,05,08,09,12,22,28,07
1461,15122,05,07,11,16,22,25,07
1462,15121,01,03,20,21,28,29,12
1463,15120,16,21,24,26,27,29,16
1464,15119,02,08,10,18,23,31,08
1465,15118,01,04,11,21,23,31,12
1466,15117,04,11,12,18,26,32,12
1467,15116,04,06,15,23,26,28,11
1468,15115,01,07,08,14,24,32,03
1469,15114,04,07,09,13,21,26,01
1470,15113,01,05,07,08,19,27,12
1471,15112,01,03,10,19,20,27,11
1472,15111,08,14,16,18,20,30,12
1473,15110,05,07,16,17,22,23,04
1474,15109,01,08,09,16,32,33,13
1475,15108,02,12,19,22,24,27,15
1476,15107,07,14,16,18,21,25,08
1477,15106,01,03,04,23,31,32,13
1478,15105,09,10,16,19,20,26,12
1479,15104,09,18,21,23,25,26,01
1480,15103,06,08,13,26,30,32,14
1481,15102,07,09,12,14,21,23,06
1482,15101,08,16,22,24,28,29,05
1483,15100,02,03,11,17,19,21,08
1484,15099,06,07,10,11,14,22,09
1485,15098,06,09,13,26,27,33,01
1486,15097,09,12,14,20,26,27,04
1487,15096,06,16,17,23,24,31,07
1488,15095,04,15,21,28,30,31,04
1489,15094,01,04,06,13,16,17,10
1490,15093,01,03,13,21,25,31,08
1491,15092,09,15,19,21,26,27,01
1492,15091,05,07,17,19,22,31,11
1493,15090,10,12,14,22,25,33,15
1494,15089,12,14,19,27,28,29,01
1495,15088,02,12,20,24,29,31,09
1496,15087,09,15,16,19,20,28,11
1497,15086,05,06,08,16,18,22,12
1498,15085,02,08,25,27,28,29,05
1499,15084,15,18,20,22,28,29,15
1500,15083,06,07,16,18,29,32,05
1501,15082,02,08,09,14,28,30,07
1502,15081,13,20,22,26,28,31,13
1503,15080,14,17,25,27,28,30,02
1504,15079,09,14,15,20,26,32,11
1505,15078,03,07,20,22,26,29,02
1506,15077,01,06,08,10,13,27,16
1507,15076,01,09,10,19,23,27,09
1508,15075,06,11,13,19,21,32,04
1509,15074,04,07,21,25,26,29,08
1510,15073,01,02,17,22,26,27,04
1511,15072,01,03,05,20,21,31,05
1512,15071,08,18,20,28,29,31,08
1513,15070,01,07,13,19,21,29,15
1514,15069,01,13,17,18,23,30,15
1515,15068,06,15,18,21,26,27,10
1516,15067,02,05,08,24,25,31,14
1517,15066,05,08,11,17,24,28,16
1518,15065,08,10,14,19,26,29,12
1519,15064,11,12,14,17,23,27,01
1520,15063,01,07,09,16,22,32,12
1521,15062,09,14,15,18,21,26,16
1522,15061,06,18,22,26,32,33,04
1523,15060,01,03,18,27,31,32,13
1524,15059,02,06,09,16,25,32,14
1525,15058,02,09,10,18,19,20,15
1526,15057,09,20,24,25,26,32,04
1527,15056,01,07,08,16,18,20,14
1528,15055,01,10,15,18,19,28,02
1529,15054,01,02,07,10,22,26,07
1530,15053,03,07,17,22,32,33,10
1531,15052,02,04,11,16,25,26,12
1532,15051,04,10,24,26,28,32,09
1533,15050,03,09,12,16,17,31,04
1534,15049,07,12,14,17,20,23,05
1535,15048,13,16,17,22,25,27,10
1536,15047,02,03,20,24,26,27,09
1537,15046,05,07,10,14,23,31,01
1538,15045,01,05,13,22,30,31,07
1539,15044,02,03,04,13,14,16,02
1540,15043,11,12,15,24,26,27,15
1541,15042,09,10,19,21,23,32,08
1542,15041,04,09,11,17,21,25,06
1543,15040,13,16,18,27,30,32,16
1544,15039,01,13,15,26,29,30,12
1545,15038,05,06,11,12,14,33,14
1546,15037,05,07,12,18,28,31,03
1547,15036,04,06,16,17,26,33,03
1548,15035,01,08,09,22,24,33,03
1549,15034,12,13,17,18,20,27,13
1550,15033,03,06,21,29,31,32,05
1551,15032,11,14,16,18,29,32,16
1552,15031,01,05,07,22,26,32,11
1553,15030,08,11,14,15,16,26,07
1554,15029,07,14,15,19,21,28,07
1555,15028,04,07,10,26,27,28,14
1556,15027,05,07,09,16,26,29,07
1557,15026,02,13,17,21,22,33,13
1558,15025,10,11,12,15,27,32,14
1559,15024,09,11,16,18,23,24,10
1560,15023,08,09,10,13,29,30,01
1561,15022,04,07,10,16,23,25,10
1562,15021,14,15,16,17,27,28,08
1563,15020,01,04,07,19,22,23,04
1564,15019,02,06,11,19,25,26,04
1565,15018,06,09,12,14,28,29,09
1566,15017,13,18,20,25,27,33,12
1567,15016,02,06,10,15,17,31,13
1568,15015,01,07,20,24,25,33,04
1569,15014,02,12,16,19,27,30,11
1570,15013,08,09,24,25,26,29,01
1571,15012,03,05,22,23,29,31,06
1572,15011,04,14,15,17,18,20,15
1573,15010,01,02,03,08,21,31,09
1574,15009,04,07,14,17,21,25,14
1575,15008,04,07,10,16,20,22,03
1576,15007,01,07,09,17,20,33,08
1577,15006,01,10,11,29,31,33,13
1578,15005,07,10,16,17,18,32,15
1579,15004,02,14,15,16,23,24,10
1580,15003,10,15,20,23,24,31,15
1581,15002,07,15,16,25,28,32,05
1582,15001,01,07,09,16,20,23,06
1583,14152,08,13,15,20,21,25,12
1584,14151,04,05,08,11,21,27,08
1585,14150,03,08,14,22,24,32,09
1586,14149,07,09,10,15,19,33,01
1587,14148,01,02,05,12,15,16,13
1588,14147,06,07,22,26,31,32,10
1589,14146,01,06,13,20,29,32,01
1590,14145,10,12,13,23,26,29,11
1591,14144,03,05,06,09,10,27,14
1592,14143,03,12,18,20,25,26,16
1593,14142,06,21,22,23,25,28,13
1594,14141,08,09,11,16,21,24,10
1595,14140,06,10,11,14,17,33,06
1596,14139,01,14,15,20,25,29,11
1597,14138,04,06,13,29,31,33,13
1598,14137,03,06,09,11,25,29,09
1599,14136,03,16,19,27,31,32,10
1600,14135,02,04,11,13,25,33,01
1601,14134,05,16,22,23,26,28,02
1602,14133,13,14,16,23,30,31,13
1603,14132,05,06,14,15,18,33,08
1604,14131,05,17,21,22,28,32,14
1605,14130,01,02,10,24,30,33,10
1606,14129,05,08,09,20,28,32,02
1607,14128,05,07,08,17,18,24,14
1608,14127,02,10,12,21,23,27,12
1609,14126,06,11,16,17,22,27,01
1610,14125,10,11,15,26,31,32,06
1611,14124,02,17,20,24,31,33,04
1612,14123,01,06,11,17,28,33,05
1613,14122,06,09,11,16,20,29,11
1614,14121,01,02,13,22,28,30,09
1615,14120,01,07,12,16,23,28,04
1616,14119,06,13,17,20,26,29,09
1617,14118,05,07,15,18,26,30,03
1618,14117,05,10,17,25,28,29,04
1619,14116,09,10,14,15,19,29,16
1620,14115,01,09,10,11,13,32,03
1621,14114,02,07,23,30,32,33,10
1622,14113,12,14,28,31,32,33,07
1623,14112,01,15,16,21,24,30,03
1624,14111,02,08,17,20,22,28,02
1625,14110,01,08,11,13,19,30,06
1626,14109,02,05,11,15,19,28,02
1627,14108,03,08,09,20,23,28,02
1628,14107,11,14,17,22,25,27,16
1629,14106,09,14,17,18,21,25,15
1630,14105,14,16,17,19,27,32,04
1631,14104,02,06,12,19,27,28,13
1632,14103,03,08,09,10,18,33,04
1633,14102,14,16,21,24,28,31,13
1634,14101,16,18,20,23,24,32,07
1635,14100,01,06,09,10,14,16,11
1636,14099,01,05,10,11,13,32,14
1637,14098,02,13,17,20,29,31,07
1638,14097,07,13,24,25,27,32,15
1639,14096,12,14,17,19,22,24,08
1640,14095,05,06,08,14,22,31,08
1641,14094,01,10,18,20,23,29,01
1642,14093,02,08,09,10,20,29,05
1643,14092,03,13,18,19,22,26,07
1644,14091,01,05,12,19,27,29,14
1645,14090,05,09,11,19,24,32,13
1646,14089,04,06,14,17,27,30,09
1647,14088,03,06,11,14,16,29,15
1648,14087,06,18,22,23,32,33,06
1649,14086,02,04,10,12,14,30,08
1650,14085,01,02,11,19,23,29,08
1651,14084,01,06,09,10,13,25,08
1652,14083,05,06,19,21,23,33,12
1653,14082,02,04,20,25,26,29,11
1654,14081,08,14,22,24,27,29,10
1655,14080,05,14,16,17,25,30,07
1656,14079,02,07,16,22,27,28,02
1657,14078,02,03,05,06,09,17,07
1658,14077,08,09,12,15,19,22,10
1659,14076,06,10,12,17,18,33,11
1660,14075,03,09,11,22,27,29,06
1661,14074,01,03,06,13,30,31,12
1662,14073,01,12,16,20,30,33,02
1663,14072,01,03,07,13,19,32,16
1664,14071,02,04,12,17,22,25,14
1665,14070,01,07,09,19,28,29,07
1666,14069,05,12,17,19,25,30,11
1667,14068,04,12,13,22,27,29,16
1668,14067,01,06,07,17,18,23,06
1669,14066,02,05,15,17,18,21,16
1670,14065,03,04,05,08,10,22,06
1671,14064,02,09,15,16,29,32,14
1672,14063,03,08,17,21,22,31,16
1673,14062,06,09,15,24,25,26,09
1674,14061,02,14,17,27,28,31,08
1675,14060,03,05,14,18,25,33,06
1676,14059,05,08,12,13,23,25,13
1677,14058,02,03,12,13,14,25,11
1678,14057,02,04,12,18,23,31,08
1679,14056,01,11,18,20,28,29,01
1680,14055,02,09,14,19,21,30,04
1681,14054,01,04,05,11,29,30,14
1682,14053,14,17,19,22,26,31,02
1683,14052,09,13,15,28,30,33,08
1684,14051,10,16,19,21,23,24,13
1685,14050,03,17,23,25,26,32,13
1686,14049,06,07,16,17,23,32,06
1687,14048,06,09,16,17,24,25,16
1688,14047,08,10,11,12,19,29,15
1689,14046,02,10,11,17,18,22,10
1690,14045,02,04,09,11,19,22,15
1691,14044,04,09,21,27,28,33,12
1692,14043,02,05,09,14,24,33,09
1693,14042,12,15,20,25,28,33,14
1694,14041,07,11,16,18,21,22,02
1695,14040,03,04,06,11,12,15,08
1696,14039,03,11,15,19,20,31,07
1697,14038,04,07,22,23,24,33,16
1698,14037,06,13,14,24,25,30,07
1699,14036,01,07,08,09,11,22,03
1700,14035,07,08,09,17,32,33,06
1701,14034,01,03,04,08,25,31,06
1702,14033,05,13,23,28,32,33,12
1703,14032,01,02,14,22,29,33,07
1704,14031,04,10,16,17,21,27,14
1705,14030,12,18,19,23,24,30,10
1706,14029,02,07,14,16,21,29,14
1707,14028,06,16,21,27,30,32,05
1708,14027,08,10,14,16,30,31,01
1709,14026,01,02,05,06,11,23,14
1710,14025,01,05,10,14,16,30,16
1711,14024,08,10,16,20,23,30,09
1712,14023,07,09,13,17,21,22,10
1713,14022,04,06,07,10,21,26,16
1714,14021,08,10,15,17,22,29,12
1715,14020,09,14,17,23,24,25,15
1716,14019,02,10,15,19,20,21,07
1717,14018,13,17,18,21,30,33,15
1718,14017,04,06,07,14,25,26,10
1719,14016,02,03,07,13,21,24,08
1720,14015,02,11,19,30,32,33,09
1721,14014,04,09,19,22,25,29,15
1722,14013,05,09,13,15,17,21,13
1723,14012,01,08,11,19,21,24,08
1724,14011,09,10,13,14,21,32,02
1725,14010,05,07,08,20,31,33,11
1726,14009,08,09,19,20,25,32,16
1727,14008,05,14,16,21,29,30,12
1728,14007,08,10,12,14,18,28,14
1729,14006,03,04,07,17,21,27,14
1730,14005,15,18,23,27,32,33,04
1731,14004,01,04,19,22,24,25,15
1732,14003,06,10,11,28,30,33,12
1733,14002,04,21,23,31,32,33,04
1734,14001,03,09,15,20,27,29,01
1735,13154,07,11,14,19,24,29,05
1736,13153,08,11,13,18,28,33,10
1737,13152,04,06,14,16,18,29,05
1738,13151,03,09,10,19,28,33,09
1739,13150,01,15,16,25,26,29,10
1740,13149,09,18,25,26,30,32,11
1741,13148,06,11,12,14,17,22,01
1742,13147,02,15,16,17,19,30,08
1743,13146,08,20,25,30,32,33,01
1744,13145,06,10,13,16,23,24,15
1745,13144,05,07,12,19,27,31,02
1746,13143,12,18,21,22,27,32,11
1747,13142,11,12,14,20,22,29,14
1748,13141,03,04,05,25,30,31,04
1749,13140,01,05,12,13,21,22,10
1750,13139,07,08,11,13,21,27,08
1751,13138,04,15,16,24,27,28,03
1752,13137,04,17,19,23,24,27,10
1753,13136,04,06,14,16,18,26,06
1754,13135,09,23,24,25,29,31,12
1755,13134,01,17,18,19,25,29,10
1756,13133,04,07,12,19,22,25,01
1757,13132,20,21,22,23,25,27,12
1758,13131,04,06,12,17,19,26,09
1759,13130,01,03,15,16,31,33,08
1760,13129,05,06,10,14,27,31,14
1761,13128,07,13,17,19,25,31,08
1762,13127,02,03,13,20,22,33,14
1763,13126,04,10,19,27,31,33,16
1764,13125,04,06,08,18,25,28,16
1765,13124,03,09,15,23,25,30,07
1766,13123,01,02,06,11,17,25,02
1767,13122,07,10,13,15,26,27,11
1768,13121,04,05,06,07,25,27,07
1769,13120,05,06,13,18,23,31,11
1770,13119,05,15,20,22,26,32,09
1771,13118,02,03,17,22,32,33,16
1772,13117,09,12,13,24,27,33,16
1773,13116,12,15,21,26,32,33,07
1774,13115,03,12,16,17,18,27,08
1775,13114,04,06,17,21,23,33,07
1776,13113,04,07,11,17,24,33,09
1777,13112,01,06,12,13,22,31,07
1778,13111,01,02,03,06,08,33,13
1779,13110,15,17,18,21,29,32,13
1780,13109,09,23,24,27,29,32,08
1781,13108,16,21,22,28,31,32,05
1782,13107,07,09,11,17,28,31,11
1783,13106,09,11,23,30,31,32,06
1784,13105,01,11,23,27,31,32,09
1785,13104,01,02,04,15,17,28,11
1786,13103,02,04,09,13,18,20,07
1787,13102,02,04,05,06,08,16,03
1788,13101,05,07,09,23,27,32,01
1789,13100,04,08,11,14,16,20,11
1790,13099,05,11,20,21,26,31,03
1791,13098,07,15,18,19,20,26,14
1792,13097,05,14,17,22,23,25,07
1793,13096,01,02,22,28,29,30,15
1794,13095,01,06,15,19,28,29,10
1795,13094,02,04,14,18,20,22,07
1796,13093,01,02,08,26,29,31,14
1797,13092,07,11,15,21,26,31,06
1798,13091,04,14,24,25,28,31,10
1799,13090,02,05,11,23,24,29,08
1800,13089,04,08,12,19,21,25,13
1801,13088,09,15,20,21,22,24,14
1802,13087,02,13,19,23,24,28,05
1803,13086,02,04,11,13,16,26,11
1804,13085,02,08,12,14,16,32,16
1805,13084,05,07,09,11,20,21,03
1806,13083,05,06,12,14,19,23,09
1807,13082,04,13,14,20,22,30,06
1808,13081,01,04,10,13,21,31,13
1809,13080,10,11,12,23,28,32,16
1810,13079,07,13,17,19,22,26,13
1811,13078,03,05,17,18,26,27,15
1812,13077,09,14,23,24,26,29,03
1813,13076,14,23,24,26,29,30,03
1814,13075,04,06,09,25,30,33,14
1815,13074,03,06,08,14,19,32,03
1816,13073,02,09,13,17,20,28,11
1817,13072,02,08,11,14,19,33,09
1818,13071,05,12,21,23,26,28,09
1819,13070,02,03,09,10,28,30,06
1820,13069,07,16,17,18,30,33,06
1821,13068,02,07,13,20,25,27,06
1822,13067,01,04,09,15,22,30,06
1823,13066,01,03,16,17,20,32,07
1824,13065,07,18,19,23,29,30,02
1825,13064,01,09,13,22,25,32,12
1826,13063,10,15,18,20,23,31,12
1827,13062,01,06,07,19,22,27,02
1828,13061,05,06,07,12,13,18,12
1829,13060,05,07,10,13,19,20,15
1830,13059,03,10,18,24,27,29,09
1831,13058,08,11,17,21,23,24,05
1832,13057,13,16,19,23,26,28,05
1833,13056,03,12,25,26,28,29,16
1834,13055,08,18,19,22,27,32,06
1835,13054,03,04,08,14,21,28,14
1836,13053,03,12,13,22,30,33,14
1837,13052,06,07,14,21,22,24,13
1838,13051,08,12,15,19,28,29,02
1839,13050,03,07,13,18,22,25,03
1840,13049,10,13,14,16,21,32,14
1841,13048,10,13,17,28,30,32,04
1842,13047,01,08,11,17,27,30,12
1843,13046,03,16,19,20,24,26,06
1844,13045,06,07,08,14,23,31,12
1845,13044,03,05,11,18,26,28,06
1846,13043,03,06,14,15,17,25,16
1847,13042,01,08,12,13,15,33,03
1848,13041,02,10,12,17,23,24,05
1849,13040,02,04,10,12,17,30,10
1850,13039,01,02,14,15,24,29,06
1851,13038,09,10,12,14,15,19,11
1852,13037,02,15,18,27,28,32,14
1853,13036,04,05,09,27,29,31,13
1854,13035,01,14,15,17,26,30,02
1855,13034,06,15,20,22,26,33,09
1856,13033,05,06,13,17,19,28,01
1857,13032,04,21,25,29,30,33,03
1858,13031,03,13,14,15,21,33,03
1859,13030,07,14,18,25,26,29,06
1860,13029,06,07,10,19,23,29,12
1861,13028,07,08,14,25,26,28,13
1862,13027,01,02,04,12,21,24,12
1863,13026,04,11,14,15,22,31,11
1864,13025,16,17,18,24,25,30,08
1865,13024,04,05,13,23,27,30,09
1866,13023,03,06,15,18,30,32,05
1867,13022,02,04,07,09,15,20,07
1868,13021,01,06,17,19,26,31,11
1869,13020,01,07,08,12,16,21,01
1870,13019,01,02,05,16,20,26,06
1871,13018,02,08,13,28,29,30,05
1872,13017,04,06,12,30,31,32,09
1873,13016,02,05,06,12,14,28,05
1874,13015,05,06,07,11,13,18,15
1875,13014,02,04,05,17,19,20,08
1876,13013,05,06,13,19,22,28,09
1877,13012,06,14,17,22,28,29,02
1878,13011,03,12,17,24,27,29,09
1879,13010,01,09,11,17,32,33,12
1880,13009,01,04,09,13,16,23,02
1881,13008,03,08,17,21,25,32,15
1882,13007,02,09,15,22,26,32,01
1883,13006,09,10,13,17,22,30,13
1884,13005,01,13,14,25,31,32,12
1885,13004,06,10,16,20,27,32,08
1886,13003,22,23,26,27,28,33,09
1887,13002,01,16,18,22,28,30,12
1888,13001,06,08,14,15,24,25,06
1889,12154,05,07,12,16,28,32,04
1890,12153,04,05,11,21,27,28,10
1891,12152,10,12,18,22,28,29,07
1892,12151,05,14,24,25,26,32,01
1893,12150,09,11,17,23,24,26,07
1894,12149,01,05,13,25,26,32,13
1895,12148,03,06,11,17,21,31,07
1896,12147,02,12,15,23,24,32,09
1897,12146,01,05,07,13,29,32,13
1898,12145,05,20,26,27,28,33,03
1899,12144,03,10,12,13,27,30,04
1900,12143,07,08,18,25,30,32,06
1901,12142,05,18,22,28,29,31,06
1902,12141,03,05,08,19,20,27,09
1903,12140,14,18,27,30,31,33,15
1904,12139,08,19,21,24,28,31,15
1905,12138,01,07,16,17,19,21,14
1906,12137,01,02,04,06,13,17,07
1907,12136,02,07,08,17,21,28,11
1908,12135,02,05,07,08,11,17,16
1909,12134,02,05,06,07,13,23,15
1910,12133,01,08,11,20,21,29,02
1911,12132,07,12,16,17,21,25,10
1912,12131,06,18,19,26,28,32,12
1913,12130,01,03,15,20,22,31,03
1914,12129,01,07,09,17,21,29,01
1915,12128,05,09,12,29,30,31,05
1916,12127,01,09,11,21,26,32,08
1917,12126,03,05,12,15,23,24,07
1918,12125,08,12,13,26,29,33,01
1919,12124,06,07,21,25,27,33,11
1920,12123,08,10,16,25,28,33,09
1921,12122,12,13,19,22,28,29,11
1922,12121,01,07,08,20,23,24,11
1923,12120,01,04,20,24,28,29,16
1924,12119,12,20,25,26,27,28,13
1925,12118,05,06,07,12,15,28,11
1926,12117,13,15,18,20,24,28,09
1927,12116,03,21,26,29,31,32,03
1928,12115,03,08,20,24,26,32,14
1929,12114,01,06,11,26,27,29,15
1930,12113,03,06,09,13,18,32,06
1931,12112,08,15,20,21,27,31,06
1932,12111,02,09,10,20,22,31,13
1933,12110,03,07,10,13,22,32,09
1934,12109,02,12,24,26,29,31,03
1935,12108,01,09,12,13,19,28,13
1936,12107,11,12,15,24,25,31,09
1937,12106,13,14,20,22,23,32,16
1938,12105,06,13,14,15,17,30,04
1939,12104,04,05,09,10,19,28,03
1940,12103,04,09,11,14,32,33,02
1941,12102,13,25,27,28,29,30,15
1942,12101,09,12,17,18,20,33,02
1943,12100,05,07,15,18,25,33,10
1944,12099,08,12,15,16,21,27,16
1945,12098,02,12,19,26,29,31,09
1946,12097,05,08,13,14,19,22,06
1947,12096,04,07,11,16,29,33,07
1948,12095,17,24,27,28,29,30,02
1949,12094,06,09,14,16,23,33,15
1950,12093,03,05,19,21,24,33,13
1951,12092,06,13,17,18,28,32,03
1952,12091,01,05,07,08,19,21,16
1953,12090,02,13,20,25,29,30,11
1954,12089,03,07,10,13,14,25,11
1955,12088,03,05,23,24,27,31,15
1956,12087,03,10,11,13,14,22,09
1957,12086,08,09,13,15,22,23,08
1958,12085,05,17,24,30,31,33,05
1959,12084,02,10,20,26,28,29,14
1960,12083,04,09,14,15,26,33,04
1961,12082,02,04,11,18,22,29,06
1962,12081,02,05,10,24,25,29,06
1963,12080,04,09,14,15,16,27,03
1964,12079,06,07,12,24,30,33,12
1965,12078,08,15,22,24,28,33,12
1966,12077,02,04,13,18,26,28,12
1967,12076,11,18,22,27,29,30,15
1968,12075,04,06,22,23,29,32,11
1969,12074,15,16,18,19,28,32,08
1970,12073,04,07,09,10,17,27,05
1971,12072,02,03,07,09,13,30,06
1972,12071,03,04,19,21,22,23,08
1973,12070,02,03,04,24,31,32,11
1974,12069,08,10,11,18,20,29,06
1975,12068,05,17,22,26,32,33,10
1976,12067,04,05,10,21,26,30,16
1977,12066,01,02,09,26,29,33,12
1978,12065,08,10,18,19,27,31,14
1979,12064,05,10,11,16,23,24,11
1980,12063,02,10,17,19,24,27,12
1981,12062,02,13,16,17,20,31,07
1982,12061,03,08,11,12,14,18,14
1983,12060,07,10,13,16,17,29,01
1984,12059,04,13,21,22,26,31,01
1985,12058,03,06,15,20,25,26,04
1986,12057,03,05,19,21,27,31,04
1987,12056,04,07,14,17,26,31,10
1988,12055,04,06,13,20,24,28,01
1989,12054,06,14,18,20,30,33,14
1990,12053,04,15,22,25,27,33,04
1991,12052,02,03,05,06,20,24,04
1992,12051,02,12,14,17,30,31,09
1993,12050,07,13,15,17,19,24,11
1994,12049,04,12,13,19,20,32,02
1995,12048,01,05,14,22,24,30,10
1996,12047,06,07,11,16,32,33,11
1997,12046,04,12,19,20,23,33,06
1998,12045,08,11,20,21,27,30,09
1999,12044,06,09,10,14,22,25,03
2000,12043,02,09,11,21,26,33,03
2001,12042,05,06,11,19,24,28,16
2002,12041,08,11,15,20,24,32,02
2003,12040,03,08,09,22,25,31,10
2004,12039,01,02,05,13,22,29,08
2005,12038,09,10,11,15,19,33,16
2006,12037,05,14,19,24,28,33,09
2007,12036,02,11,13,18,19,26,09
2008,12035,09,11,12,21,24,26,05
2009,12034,02,03,08,23,32,33,16
2010,12033,02,03,15,16,17,27,04
2011,12032,01,02,10,17,22,24,04
2012,12031,04,16,22,24,27,31,03
2013,12030,09,10,17,18,21,31,08
2014,12029,04,07,15,25,26,28,03
2015,12028,10,15,20,21,28,30,11
2016,12027,04,16,22,25,30,31,12
2017,12026,03,07,09,15,24,25,16
2018,12025,03,08,09,17,25,27,06
2019,12024,04,12,19,21,25,28,13
2020,12023,05,09,15,23,24,33,02
2021,12022,04,08,12,24,26,27,04
2022,12021,01,15,16,18,22,30,03
2023,12020,03,08,12,18,23,29,11
2024,12019,07,14,18,20,22,30,16
2025,12018,03,05,06,22,26,32,15
2026,12017,06,09,14,19,25,28,10
2027,12016,02,05,12,17,22,25,08
2028,12015,01,03,06,10,21,23,15
2029,12014,01,02,05,16,28,30,12
2030,12013,06,08,24,29,30,32,13
2031,12012,15,17,18,20,23,27,01
2032,12011,04,14,15,16,20,26,05
2033,12010,01,03,13,19,25,26,10
2034,12009,04,16,24,26,27,33,11
2035,12008,01,12,20,23,24,29,08
2036,12007,10,17,19,27,28,32,04
2037,12006,02,22,25,29,32,33,08
2038,12005,07,09,18,27,31,33,06
2039,12004,01,05,10,11,21,23,16
2040,12003,03,06,08,24,29,31,09
2041,12002,02,03,07,09,10,32,13
2042,12001,01,04,05,09,15,17,06
2043,11153,05,08,09,10,20,25,13
2044,11152,04,10,11,12,21,26,13
2045,11151,07,11,16,19,31,33,10
2046,11150,08,10,12,15,22,27,13
2047,11149,04,05,06,07,23,31,16
2048,11148,05,14,22,23,25,26,14
2049,11147,04,08,12,17,18,30,10
2050,11146,11,23,26,28,32,33,10
2051,11145,02,04,14,15,26,30,04
2052,11144,01,02,09,10,16,24,03
2053,11143,07,08,12,14,15,30,16
2054,11142,12,15,16,26,29,31,02
2055,11141,02,04,06,19,24,29,11
2056,11140,04,18,20,22,27,29,06
2057,11139,08,20,24,27,30,31,03
2058,11138,01,05,15,24,28,32,07
2059,11137,02,11,18,23,30,33,13
2060,11136,02,04,06,20,22,31,07
2061,11135,12,13,17,20,25,26,12
2062,11134,01,02,06,07,30,31,10
2063,11133,12,14,20,21,25,31,16
2064,11132,02,05,12,13,25,33,07
2065,11131,02,07,09,17,21,25,01
2066,11130,07,14,18,23,25,32,15
2067,11129,07,10,11,21,23,26,06
2068,11128,09,11,14,17,19,23,12
2069,11127,16,19,22,23,27,29,11
2070,11126,03,07,13,18,23,26,16
2071,11125,03,10,15,24,27,32,08
2072,11124,09,18,19,26,31,32,16
2073,11123,01,04,05,14,19,28,16
2074,11122,10,12,18,26,27,31,03
2075,11121,04,14,22,25,32,33,02
2076,11120,04,14,17,28,30,33,07
2077,11119,09,12,14,19,28,32,01
2078,11118,05,06,11,14,20,21,10
2079,11117,08,10,19,26,28,30,04
2080,11116,01,07,11,12,17,27,05
2081,11115,07,08,09,12,17,33,16
2082,11114,01,14,15,16,30,32,09
2083,11113,06,10,11,25,32,33,05
2084,11112,03,05,16,18,23,24,15
2085,11111,01,03,05,20,25,27,04
2086,11110,12,14,21,26,28,33,12
2087,11109,01,03,09,15,16,33,15
2088,11108,02,17,22,26,29,33,10
2089,11107,04,09,16,17,22,29,15
2090,11106,02,11,12,14,24,32,14
2091,11105,04,06,23,25,27,28,01
2092,11104,09,10,16,20,25,29,09
2093,11103,04,05,10,13,15,16,12
2094,11102,01,05,13,21,27,31,11
2095,11101,06,10,19,23,29,31,06
2096,11100,07,11,21,23,31,32,05
2097,11099,10,12,13,21,26,27,14
2098,11098,03,07,20,21,22,32,05
2099,11097,09,17,19,20,21,26,16
2100,11096,01,04,07,13,14,19,15
2101,11095,03,07,08,10,23,24,05
2102,11094,09,11,12,17,18,19,05
2103,11093,04,07,11,13,23,30,09
2104,11092,05,10,17,26,31,32,04
2105,11091,09,15,21,23,28,30,03
2106,11090,02,05,14,18,21,25,16
2107,11089,01,02,11,24,29,30,12
2108,11088,03,09,17,20,21,29,04
2109,11087,02,03,04,05,18,28,01
2110,11086,06,07,09,12,17,24,09
2111,11085,03,06,11,21,24,31,10
2112,11084,09,10,12,16,18,32,15
2113,11083,07,16,18,24,28,29,06
2114,11082,07,16,17,20,25,26,04
2115,11081,06,14,19,23,25,32,12
2116,11080,02,07,09,25,31,32,09
2117,11079,03,14,15,16,24,29,05
2118,11078,03,05,13,20,22,29,09
2119,11077,01,07,08,15,26,29,10
2120,11076,06,19,21,26,32,33,13
2121,11075,07,09,10,12,31,32,13
2122,11074,02,21,26,28,29,32,01
